id,text,label,text_source,evidence_source,evidence_url,published_at,topic,verification_method,notes,approved
bank_indonesia-sp_2817526,Bank Indonesia dan the Monetary Authority of Singapore Implementasikan Penggunaan Mata Uang Lokal dalam Transaksi Bilateral. ​ No.28/175/DKom ​ ​ Bank Indonesia (BI) dan the Monetary Authority of Singapore (MAS) hari ini mengumumkan operasionalisasi kerangka penyelesaian transaksi bilateral antara Indonesia dan Singapura menggunakan mata uang lokal masing-masing negara ( Local Currency Transaction /LCT) (31/8).. Pengumuman ini merupakan tindak lanjut dari Nota Kesepahaman yang ditandatangani pada Agustus 20​22 dan Pedoman Operasional yang disepakati kedua bank sentral pada April 2026.,valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817526.aspx,2026-08-31,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2817626,"IHK Agustus 2026 Tetap Terjaga. ​ No.28/176/DKom Inflasi Indeks Harga Konsumen (IHK) pa da Agustus 2026 terjaga dalam kisaran sasaran 2,5±1%.. Berdasarkan data Badan Pusat Statistik, IHK pada Agustus 2026 tercatat mengalami inflasi sebesar 0,21% (mtm), sehingga secara tahunan IHK mengalami inflasi sebesar 3,19% (yoy).",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817626.aspx,2026-09-01,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2817726,"Neraca Perdagangan Juli 2026 Mencatat Surplus. ​ No.28/177/DKom Berdasarkan data Badan Pusat Statistik (BPS), neraca perdagangan Indonesia pada Juli 2026 mencatat surplus sebesar 0,12 miliar dolar AS, setelah mencatat defisit pada bulan sebelumnya sebesar 0,45 miliar dolar AS.. Dengan perkembangan ini, neraca perdagangan Indonesia periode Januari-Juli 2026 secara kumulatif mencatat surplus sebesar 3,70 miliar dolar AS.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817726.aspx,2026-09-01,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2817826,"Pelantikan Anggota Dewan Gubernur Bank Indonesia. 28/178/DKom Pada hari ini, Rabu, 2 September 2026, Ketua Mahkamah Agung, Republik Indonesia, Prof.. Sunarto, S.H., M.H. melantik Destry Damayanti sebagai Gubernur Bank Indonesia, Aida S.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817826.aspx,2026-09-02,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2817926,"G20 Dorong Penguatan Stabilitas Ekonomi untuk Dorong Investasi dan Pertumbuhan Dunia Usaha. No.28/179/DKom Stabilitas ekonomi dan kepastian kebijakan menjadi fondasi penting untuk mendorong investasi, memperluas kesempatan kerja, dan memperkuat pertumbuhan dunia usaha di tengah ketidakpastian global.. Hal tersebut dikemukakan Deputi Gubernur Bank Indonesia, Filianingsih Hendarta, dalam pertemuan Menteri Keuangan dan Gubernur Bank Sentral G20 ( G20 Finance Ministers and Central Bank Governors Meeting /G20 FMCBG) yang berlangsung 31 Agustus–1 September 2026 di Amerika Serikat.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2817926.aspx,2026-09-02,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818026,"Sinergi Merah Putih Jadi Kunci Optimalisasi Likuiditas Untuk Intermediasi. 28/180/DKom Bank Indonesia mendorong penguatan sinergi lintas lembaga agar likuiditas perbankan semakin efektif mengalir menjadi pembiayaan bagi UMKM dan sektor prioritas untuk memperkuat ekspansi usaha, meningkatkan produktivitas, dan membuka lapangan kerja.. Langkah tersebut ditempuh melalui kebijakan yang lebih tertarget, seperti penyempurnaan Kebijakan Insentif Likuiditas Makroprudensial (KLM).",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818026.aspx,2026-09-03,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818126,"Cadangan Devisa Agustus 2026 Tetap Terjaga. ​ No.28/181/DKom Posisi cadangan devisa Indonesia pada akhir Agustus 2026 tetap terjaga sebesar 146,5 miliar dolar AS, meningkat dibandingkan dengan posisi akhir Juli 2026 sebesar 145,3 miliar dolar AS.. Perkembangan posisi cadangan devisa Agustus 2026 tersebut dipengaruhi terutama oleh penerimaan pajak dan jasa serta penarikan pinjaman luar negeri pemerintah, di tengah pembayaran utang luar negeri pemerintah dan kebijakan stabilisasi nilai tukar Rupiah Bank Indonesia sebagai respons terhadap ketidakpastian pasar keuangan global yang tetap tinggi.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818126.aspx,2026-09-07,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818226,"Uang Primer Adjusted Agustus 2026 Tumbuh 16,3% (yoy). ​ No.28/182/DKom Uang Primer (M0) Adjusted [1] pada Agustus 2026 tumbuh 16,3% (yoy), melanjutkan pertumbuhan pada Juli 2026 sebesar 17,1% (yoy) sehingga tercatat sebesar Rp2.281,5 triliun.. Perkembangan ini dipengaruhi oleh pertumbuhan giro bank umum di Bank Indonesia adjusted sebesar 19,0% (yoy) dan uang kartal yang diedarkan sebesar 12,9% (yoy).",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818226.aspx,2026-09-07,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818326,"Survei Konsumen Agustus 2026: Keyakinan Konsumen Meningkat. No.28/183/DKom Survei Konsumen Bank Indonesia pada Agustus 2026 mengindikasikan keyakinan konsumen terhadap kondisi ekonomi meningkat dibandingkan dengan Juli 2026.. Hal ini tecermin dari Indeks Keyakinan Konsumen (IKK) Agustus 2026 yang berada pada level optimis (indeks >100) sebesar 118,5, lebih tinggi dibandingkan dengan indeks Juli 2026 sebesar 116,8.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818326.aspx,2026-09-09,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818426,"Survei Penjualan Eceran Agustus 2026: Penjualan Eceran Diprakirakan Tetap Tumbuh. Pertumbuhan penjualan eceran tersebut terutama ditopang oleh penjualan Kelompok Suku Cadang dan Aksesori, diikuti oleh Kelompok Makanan, Minuman, dan Tembakau.. Perkembangan tersebut dipengaruhi terutama oleh penurunan penjualan Kelompok Barang Lainnya di tengah pertumbuhan penjualan Kelompok Peralatan Informasi dan Komunikasi, Kelompok Bahan Bakar Kendaraan Bermotor, serta Kelompok Suku Cadang dan Aksesori.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818426.aspx,2026-09-10,teknologi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818526,"Posisi Kewajiban Neto Investasi Internasional Indonesia Triwulan II 2026 Menurun. No.28/185/DKom Posisi Investasi Internasional (PII) Indonesia pada triwulan I I 2026 mencatat kewajiban neto yang menurun .. Pada akhir triwulan II 2026, PII Indonesia mencatat kewajiban neto sebesar 197,4 miliar dolar AS, turun dibandingkan dengan kewajiban neto pada akhir triwulan I 2026 sebesar 223,0 miliar dolar AS.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818526.aspx,2026-09-10,lainnya,primary_source,Official Bank Indonesia release; requires manual review,0
